quadkey,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices,index_right,ID_0,ISO,NAME_0,ID_1,NAME_1,ID_2,NAME_2,TYPE_2,ENGTYPE_2,NL_NAME_2,VARNAME_2,avg_d_mbps,avg_u_mbps
1231222323103300,21923,8308,76,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,21.923,8.308
1231222323103301,19376,3986,151,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,19.376,3.986
1231222323103303,12504,3631,74,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,12.504,3.631
1231222323103313,424611,3545,24,2,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,424.611,3.545
1231222323103332,44810,6853,32,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,44.81,6.853
1231222323110132,171567,7997,39,9,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,171.567,7.997
1231222323110310,3293,1076,37,2,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,3.293,1.076
1231222323111023,128962,17654,38,2,2,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,128.962,17.654
1231222323111233,14356,9900,44,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,14.356,9.9
1231222323112013,92730,20584,33,5,3,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,92.73,20.584
1231222323112120,43196,27837,34,6,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,43.196,27.837
1231222323112210,1514,117,71,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,1.514,0.117
1231222323112213,15104,1813,40,2,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,15.104,1.813
1231222323112310,39254,14730,38,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,39.254,14.73
1231222323112330,3485,1598,25,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,3.485,1.598
1231222323113200,53991,9013,44,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,53.991,9.013
1231222323120233,215684,4570,32,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,215.684,4.57
1231222323121113,1563,121,75,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,1.563,0.121
1231222323121220,30902,6444,47,2,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,30.902,6.444
1231222323122013,193583,45570,21,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,193.583,45.57
1231222323122202,13468,1127,60,2,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,13.468,1.127
1231222323122211,3764,1525,41,3,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,3.764,1.525
1231222323123203,46584,13385,45,4,2,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,46.584,13.385
1231222323123212,36371,9484,61,2,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,36.371,9.484
1231222323130330,62515,26132,123,6,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,62.515,26.132
1231222323131231,13200,964,45,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,13.2,0.964
1231222323132101,120496,18169,28,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,120.496,18.169
1231222323133023,11100,6132,46,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,11.1,6.132
1231222323133101,1202,3365,40,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,1.202,3.365
1231222323200000,563,613,21,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,0.563,0.613
1231222323200001,28883,635,191,2,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,28.883,0.635
1231222323200003,39921,15277,48,2,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,39.921,15.277
1231222323200012,6658,3043,58,3,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,6.658,3.043
1231222323200021,46368,9588,55,4,3,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,46.368,9.588
1231222323200030,119862,15974,60,17,10,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,119.862,15.974
1231222323200031,81212,17148,40,14,6,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,81.212,17.148
1231222323200032,3609,299,70,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,3.609,0.299
1231222323200033,66636,12692,27,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,66.636,12.692
1231222323200201,99317,1008,32,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,99.317,1.008
1231222323200210,45786,1526,32,2,2,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,45.786,1.526
1231222323200212,2259,64,116,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,2.259,0.064
1231222323200300,24154,17100,32,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,24.154,17.1
1231222323201221,60772,6886,41,2,2,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,60.772,6.886
1231222323201223,20361,16606,38,3,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,20.361,16.606
1231222323202202,19486,8870,65,2,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,19.486,8.87
1231222323202222,12304,15553,61,3,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,12.304,15.553
1231222323203222,68873,22105,44,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,68.873,22.105
1231222323203322,31638,12433,42,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,31.638,12.433
1231222323211102,56271,31102,82,2,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,56.271,31.102
1231222323211103,63696,16366,41,4,3,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,63.696,16.366
1231222323211200,26347,21714,44,3,3,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,26.347,21.714
1231222323211201,37160,11917,40,2,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,37.16,11.917
1231222323212200,101342,12770,29,2,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,101.342,12.77
1231222323222000,398463,1573,40,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,398.463,1.573
1231222323222020,63190,3755,44,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,63.19,3.755
1231222323222023,18420,5022,39,2,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,18.42,5.022
1231222323223100,175290,32640,24,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,175.29,32.64
1231222323223231,91127,9372,45,6,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,91.127,9.372
1231222323231010,17872,3282,35,5,3,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,17.872,3.282
1231222323231012,15359,3007,64,8,5,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,15.359,3.007
1231222323231023,84064,34832,47,2,2,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,84.064,34.832
1231222323232101,557469,14919,35,47,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,557.469,14.919
1231222323232103,317981,1251,28,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,317.981,1.251
1231222323232130,357309,906,30,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,357.309,0.906
1231222323232133,607614,18162,36,2,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,607.614,18.162
1231222323232321,149045,60273,84,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,149.045,60.273
1231222323232330,9518,4900,49,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,9.518,4.9
1231222323233213,10659,3229,20,4,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,10.659,3.229
1231222323300020,217128,12202,38,2,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,217.128,12.202
1231222323310021,27103,15229,30,2,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,27.103,15.229
1231222323311020,310095,4306,19,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,310.095,4.306
1231222323311131,2514,2456,160,13,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,2.514,2.456
1231222323311133,3316,436,44,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,3.316,0.436
1231222323311203,8521,946,59,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,8.521,0.946
1231222323311223,406295,10197,28,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,406.295,10.197
1231222323311232,52925,4359,46,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,52.925,4.359
1231222323312223,11052,14107,51,2,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,11.052,14.107
1231222323312232,54376,8771,34,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,54.376,8.771
1231222323313131,5615,276,31,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,5.615,0.276
1231222323320322,5538,2535,31,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,5.538,2.535
1231222323321011,20845,3526,54,2,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,20.845,3.526
1231222323321131,12878,1190,69,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,12.878,1.19
1231222323322230,12353,7362,50,4,2,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,12.353,7.362
1231222323322232,30561,9282,28,3,3,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,30.561,9.282
1231222323322330,25747,11642,31,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,25.747,11.642
1231222323323013,3123,246,45,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,3.123,0.246
1231222323330010,11533,16149,47,3,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,11.533,16.149
1231222323330022,62187,4137,38,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,62.187,4.137
1231222323330320,403224,19549,23,2,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,403.224,19.549
1231222323331211,444994,28402,19,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,444.994,28.402
1231222323332312,6021,1698,59,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,6.021,1.698
1231222323333112,39130,14962,32,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,39.13,14.962
1231222323333132,88772,848,34,3,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,88.772,0.848
1231222330023320,17092,22672,65,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,17.092,22.672
1231222330122332,82891,8939,31,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,82.891,8.939
1231222330123221,231161,4283,33,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,231.161,4.283
1231222330123223,420157,37390,16,3,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,420.157,37.39
1231222330123232,452283,45210,33,60,3,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,452.283,45.21
1231222330123320,339181,22152,26,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,339.181,22.152
1231222330123321,280447,6917,28,2,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,280.447,6.917
1231222330132310,61942,15930,35,2,2,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,61.942,15.93
1231222330132312,31999,10336,25,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,31.999,10.336
1231222330132323,391291,13299,30,2,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,391.291,13.299
1231222330203232,14039,3037,42,2,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,14.039,3.037
1231222330210231,125104,22805,23,4,2,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,125.104,22.805
1231222330210233,144788,47376,31,2,2,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,144.788,47.376
1231222330210302,332090,24381,24,20,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,332.09,24.381
1231222330210303,37230,2156,35,2,2,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,37.23,2.156
1231222330210320,286720,28511,22,2,2,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,286.72,28.511
1231222330212023,417405,15796,24,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,417.405,15.796
1231222330212102,237265,17297,23,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,237.265,17.297
1231222330220120,10042,464,47,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,10.042,0.464
1231222330221132,27689,5380,33,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,27.689,5.38
1231222330221200,2740,2235,51,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,2.74,2.235
1231222330221211,13076,7456,30,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,13.076,7.456
1231222330221312,173697,11183,21,3,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,173.697,11.183
1231222330222000,439353,7678,28,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,439.353,7.678
1231222330223320,39379,14941,55,3,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,39.379,14.941
1231222330230022,13895,24258,70,3,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,13.895,24.258
1231222330230131,40006,15321,69,2,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,40.006,15.321
1231222330230133,12106,7946,32,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,12.106,7.946
1231222330230231,14008,927,30,3,2,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,14.008,0.927
1231222330230233,14639,5814,42,4,3,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,14.639,5.814
1231222330230302,56671,3687,28,9,4,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,56.671,3.687
1231222330230311,8324,8122,30,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,8.324,8.122
1231222330230312,57600,30461,28,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,57.6,30.461
1231222330230313,11438,4237,38,2,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,11.438,4.237
1231222330230321,26579,35767,20,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,26.579,35.767
1231222330230333,15313,15016,65,2,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,15.313,15.016
1231222330231101,10746,2279,40,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,10.746,2.279
1231222330231123,175374,30474,23,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,175.374,30.474
1231222330231201,37032,20923,41,2,2,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,37.032,20.923
1231222330231203,29420,13438,63,4,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,29.42,13.438
1231222330231210,15308,7518,83,18,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,15.308,7.518
1231222330231212,6986,3937,66,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,6.986,3.937
1231222330231220,521613,42644,13,2,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,521.613,42.644
1231222330231231,99187,10029,38,5,2,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,99.187,10.029
1231222330232001,27102,1576,24,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,27.102,1.576
1231222330232010,6221,557,57,3,2,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,6.221,0.557
1231222330232021,16130,27649,67,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,16.13,27.649
1231222330232200,198496,23642,44,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,198.496,23.642
1231222330232230,34994,7173,40,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,34.994,7.173
1231222330300111,355166,11259,13,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,355.166,11.259
1231222330300323,483671,4971,24,2,2,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,483.671,4.971
1231222330301001,62886,4588,39,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,62.886,4.588
1231222330301003,231951,26118,15,6,5,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,231.951,26.118
1231222330301010,227100,32269,25,29,13,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,227.1,32.269
1231222330301011,59076,24098,31,2,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,59.076,24.098
1231222330301012,284964,10967,27,8,6,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,284.964,10.967
1231222330301013,277181,11487,22,2,2,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,277.181,11.487
1231222330301021,173828,14484,30,4,3,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,173.828,14.484
1231222330301022,238325,51689,47,2,2,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,238.325,51.689
1231222330301030,21839,11642,31,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,21.839,11.642
1231222330301031,134615,6307,49,18,3,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,134.615,6.307
1231222330301102,287567,6228,27,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,287.567,6.228
1231222330301132,677882,19999,20,2,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,677.882,19.999
1231222330301331,467326,83998,18,2,2,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,467.326,83.998
1231222330301332,198637,30314,34,8,6,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,198.637,30.314
1231222330301333,265878,29296,25,4,2,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,265.878,29.296
1231222330302110,7743,799,20,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,7.743,0.799
1231222330302131,62802,9206,44,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,62.802,9.206
1231222330302300,78530,2079,92,2,2,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,78.53,2.079
1231222330302321,20258,12001,35,3,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,20.258,12.001
1231222330302330,455747,29185,30,6,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,455.747,29.185
1231222330302332,59475,4017,36,3,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,59.475,4.017
1231222330303001,18750,5721,23,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,18.75,5.721
1231222330303002,143832,22764,69,19,8,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,143.832,22.764
1231222330303010,242750,31180,37,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,242.75,31.18
1231222330303012,175101,22647,25,3,2,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,175.101,22.647
1231222330303020,357078,23347,33,4,3,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,357.078,23.347
1231222330303022,645028,55024,28,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,645.028,55.024
1231222330303023,285150,11963,30,3,2,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,285.15,11.963
1231222330303030,38909,6959,34,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,38.909,6.959
1231222330303031,143400,4317,35,3,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,143.4,4.317
1231222330303032,191171,10713,29,4,3,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,191.171,10.713
1231222330303033,498670,61002,20,4,3,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,498.67,61.002
1231222330303100,38010,9105,23,3,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,38.01,9.105
1231222330303110,205675,27933,26,15,10,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,205.675,27.933
1231222330303111,187061,35319,32,4,3,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,187.061,35.319
1231222330303120,29572,3360,49,2,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,29.572,3.36
1231222330303121,348686,73987,29,5,3,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,348.686,73.987
1231222330303130,404609,33864,31,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,404.609,33.864
1231222330303200,501624,10127,24,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,501.624,10.127
1231222330303201,307841,24378,34,5,2,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,307.841,24.378
1231222330303202,32190,25347,40,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,32.19,25.347
1231222330303210,536321,33850,30,6,4,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,536.321,33.85
1231222330303213,170318,26380,31,11,7,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,170.318,26.38
1231222330303220,6364,7942,42,2,2,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,6.364,7.942
1231222330303221,243966,17257,31,6,3,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,243.966,17.257
1231222330303222,5856,4764,67,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,5.856,4.764
1231222330303230,265925,32742,30,2,2,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,265.925,32.742
1231222330303231,2252,94,77,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,2.252,0.094
1231222330303302,300536,45119,31,2,2,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,300.536,45.119
1231222330303313,539602,48040,23,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,539.602,48.04
1231222330303333,1958,4635,39,4,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,1.958,4.635
1231222330310013,133759,21397,26,2,2,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,133.759,21.397
1231222330310023,224558,36941,32,3,3,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,224.558,36.941
1231222330310030,391943,54633,30,4,4,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,391.943,54.633
1231222330310101,18827,14355,32,4,2,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,18.827,14.355
1231222330310102,109138,34434,31,3,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,109.138,34.434
1231222330310200,205891,23990,34,4,2,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,205.891,23.99
1231222330310201,413437,63206,19,6,3,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,413.437,63.206
1231222330310202,204189,27006,42,15,7,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,204.189,27.006
1231222330310302,25067,6390,42,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,25.067,6.39
1231222330310312,178680,17279,36,4,2,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,178.68,17.279
1231222330310323,292314,101170,23,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,292.314,101.17
1231222330311010,23790,9112,45,8,6,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,23.79,9.112
1231222330311132,5165,2397,112,4,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,5.165,2.397
1231222330311332,14471,5452,32,2,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,14.471,5.452
1231222330312020,500968,55817,29,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,500.968,55.817
1231222330312101,327444,18631,24,4,2,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,327.444,18.631
1231222330312110,89332,10504,33,6,2,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,89.332,10.504
1231222330312120,316504,22524,21,2,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,316.504,22.524
1231222330312121,1742,642,138,5,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,1.742,0.642
1231222330312303,205810,22345,27,2,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,205.81,22.345
1231222330312323,119702,26433,31,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,119.702,26.433
1231222330320002,128322,42898,25,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,128.322,42.898
1231222330320011,576611,16719,23,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,576.611,16.719
1231222330320101,427942,52097,116,3,2,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,427.942,52.097
1231222330320112,439881,45439,22,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,439.881,45.439
1231222330321020,282245,39900,19,5,2,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,282.245,39.9
1231222330321021,535471,54762,19,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,535.471,54.762
1231222330321022,3346,174,33,2,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,3.346,0.174
1231222330321023,323738,33175,33,4,2,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,323.738,33.175
1231222330321030,42773,21530,42,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,42.773,21.53
1231222330321032,426503,26396,28,5,4,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,426.503,26.396
1231222330321120,15195,489,89,2,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,15.195,0.489
1231222330321121,415809,36967,34,2,2,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,415.809,36.967
1231222330321201,447413,71953,29,2,2,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,447.413,71.953
1231222330321210,589420,76965,34,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,589.42,76.965
1231222330321301,622989,34530,20,2,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,622.989,34.53
1231222330321310,30155,21751,40,4,2,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,30.155,21.751
1231222330321332,57840,8229,45,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,57.84,8.229
1231222330322023,15898,13697,33,3,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,15.898,13.697
1231222330322203,3584,5681,44,1,1,121,105,IND,India,12,Gujarat,122,Jamnagar,District,District,,,3.584,5.681
